28910,fdcservers.net,Tokyo,2020-11-03T06:10:05.300847Z,17.053053787864034,18.954,57831781.420087755,40496086.27384753,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T06:15:01.849366Z,17.053053787864034,21.136,58413398.78067608,41880540.14455127,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T06:20:01.436825Z,17.053053787864034,19.228,55476659.38767152,41200705.94717332,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T06:25:01.974218Z,17.053053787864034,18.616,61611113.53766865,37010101.32178579,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T06:30:01.547231Z,17.053053787864034,18.508,57447793.590790816,39362986.064358264,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T06:35:02.070616Z,17.053053787864034,18.59,57861238.679298185,41164306.69138737,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T06:40:01.571395Z,17.053053787864034,21.211,57136028.93472963,40883183.17680828,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T06:45:02.316088Z,17.053053787864034,18.682,57565756.25330617,40658546.20161189,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T06:50:02.111884Z,17.053053787864034,18.927,58129445.98000288,41640429.10840628,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T06:55:01.607305Z,17.053053787864034,18.841,57434671.22797588,39356649.29836803,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T07:00:02.211083Z,17.053053787864034,19.695,57823980.02696232,40158190.61192965,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T07:05:02.079338Z,17.053053787864034,19.603,57051371.495965414,41221439.95616862,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T07:10:01.803942Z,17.053053787864034,18.737,58215998.51044913,40231998.75761045,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T07:15:01.326134Z,17.053053787864034,20.338,58959194.91093326,40790922.99367138,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T07:20:01.958170Z,17.053053787864034,18.816,56416219.03208692,40928469.63644374,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T07:25:01.577486Z,17.053053787864034,18.875,58337683.497304305,23608420.250430305,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T07:30:02.342225Z,17.053053787864034,19.381,55196175.58738352,38421288.34208229,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T07:35:01.921186Z,17.053053787864034,19.355,57978247.57476557,41420951.977452524,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T07:40:01.517074Z,17.053053787864034,19.033,55734741.52444344,41319518.148203865,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T07:45:02.134374Z,17.053053787864034,19.674,58218080.044963084,41658603.80233101,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T07:55:01.620096Z,17.053053787864034,19.142,57512954.19929103,41408890.544697866,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T08:00:02.117660Z,17.053053787864034,18.839,55259219.43114427,37174329.06015275,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T08:05:01.873683Z,17.053053787864034,19.26,55695571.85107301,41980037.33945271,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T08:10:01.403682Z,17.053053787864034,19.328,57433475.79649739,40073600.977342114,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T08:15:01.990492Z,17.053053787864034,19.04,57870151.71027121,41756717.01638561,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T08:20:01.510100Z,17.053053787864034,18.356,56400718.1179103,41827763.655267246,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T08:25:02.135527Z,17.053053787864034,18.707,57022944.175714664,40791144.07658991,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T08:30:01.667859Z,17.053053787864034,18.742,56944655.03192646,39497730.06792346,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T08:35:02.217075Z,17.053053787864034,18.455,56519094.5055309,42544827.79826108,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T08:40:01.795532Z,17.053053787864034,19.582,58727732.55025921,41968203.90342022,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T08:45:01.651465Z,17.053053787864034,19.637,59234461.778219506,41733267.43834637,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T08:50:01.859026Z,17.053053787864034,20.376,57744152.453592554,42383892.96259182,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T08:55:01.396020Z,17.053053787864034,19.288,48626461.914104074,41798094.46828377,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T09:00:01.933413Z,17.053053787864034,19.973,55556260.19187443,40782782.588488124,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T09:05:01.553712Z,17.053053787864034,19.736,52446831.451087564,40329442.04383226,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T09:10:02.109412Z,17.053053787864034,18.251,55743357.64296627,38910058.56197664,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T09:15:01.646223Z,17.053053787864034,19.808,57763721.56481538,38920138.856593244,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T09:20:02.199987Z,17.053053787864034,20.147,56657556.549654506,37439208.579525515,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T09:25:01.785225Z,17.053053787864034,19.931,52984753.52277012,37480897.00259021,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T09:30:01.407607Z,17.053053787864034,18.702,60589651.25465167,41795505.88734678,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T09:35:01.982400Z,17.053053787864034,19.958,56909385.66654097,31025437.391438067,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T09:40:02.024590Z,17.053053787864034,21.797,55700026.216931924,37012514.92655664,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T09:45:01.738403Z,17.053053787864034,21.885,56495535.9960865,34443479.29967468,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T09:50:01.543588Z,17.053053787864034,18.295,59751299.372081764,42659240.99743896,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T09:55:02.048433Z,17.053053787864034,19.184,58934969.47645114,41400373.859060906,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T10:00:01.608913Z,17.053053787864034,19.409,59344245.31247164,41392971.40912881,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T10:05:01.404561Z,17.053053787864034,19.529,58967924.00767152,41990995.02104806,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T10:10:02.509478Z,17.053053787864034,19.429,59861093.33313281,41091926.30665493,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T10:15:02.060399Z,17.053053787864034,19.215,57792095.40617905,39709670.42665035,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T10:20:01.603795Z,17.053053787864034,19.101,59809443.19492643,41099638.03796417,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T10:25:02.269326Z,17.053053787864034,19.282,60328090.91004248,41947451.01564559,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T10:30:01.774700Z,17.053053787864034,19.165,59636098.16716289,42472613.675930835,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T10:35:01.319276Z,17.053053787864034,19.806,58653325.447494574,41095659.50962748,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T10:40:01.899911Z,17.053053787864034,19.071,59561377.39470317,41724249.17217265,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T10:45:01.410715Z,17.053053787864034,19.503,58774267.90164346,42808175.88375383,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T10:50:01.927940Z,17.053053787864034,18.319,60106480.4005912,41901595.32192643,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T10:55:01.403563Z,17.053053787864034,18.301,56624264.93986224,42134976.30079256,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T11:00:01.968971Z,17.053053787864034,18.342,47970693.805385165,39336505.41129769,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T11:05:01.475823Z,17.053053787864034,18.98,55980034.34273675,41972753.8178233,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T11:10:02.036252Z,17.053053787864034,19.061,54538115.35743079,36041431.43916107,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T11:15:01.897854Z,17.053053787864034,19.351,57002124.481745705,40655399.593835585,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T11:20:01.421078Z,17.053053787864034,19.521,55737636.27316527,42552788.91355804,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T11:25:02.027089Z,17.053053787864034,20.267,58285703.838984326,43633820.814403825,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T11:30:02.210375Z,17.053053787864034,19.215,55785081.27788411,42727903.858360834,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T11:35:01.884381Z,17.053053787864034,25.802,56708144.06982455,42882506.31950371,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T11:40:01.667001Z,17.053053787864034,20.618,57843559.60678915,41674619.37526641,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T11:45:02.251818Z,17.053053787864034,19.423,57821271.556037,25659237.13694755,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T11:50:01.960600Z,17.053053787864034,20.139,54160417.201507255,40918287.75295538,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T11:55:01.458955Z,17.053053787864034,18.787,57132362.39643086,40507788.107917145,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T12:00:02.031943Z,17.053053787864034,19.146,57608658.086150646,42061688.97288713,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T12:05:01.813828Z,17.053053787864034,18.305,53451231.19496535,42377960.9578258,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T12:15:01.770179Z,17.053053787864034,23.547,57900777.418984786,39544739.499969795,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T12:20:01.439562Z,17.053053787864034,19.709,57703441.72715659,40478831.56395836,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T12:25:01.996504Z,17.053053787864034,18.727,38228170.3582788,34307180.77514348,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T12:30:01.586893Z,17.053053787864034,18.799,58219550.65733267,38825948.4715252,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T12:35:02.188393Z,17.053053787864034,20.693,58945988.759950265,39151331.86676159,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T12:40:01.756044Z,17.053053787864034,18.799,57234643.09136723,42083085.94001945,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T12:45:02.256613Z,17.053053787864034,20.246,55239500.25496842,42693107.13045621,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T12:50:02.051336Z,17.053053787864034,18.862,55485357.449592516,39521132.54737019,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T12:55:01.764062Z,17.053053787864034,19.533,55648251.57364862,40057252.79037289,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T13:00:01.365381Z,17.053053787864034,18.253,58340344.34191023,40221430.97511748,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T13:05:01.955934Z,17.053053787864034,18.991,58004858.353141226,41337543.59885518,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T13:10:01.613161Z,17.053053787864034,20.362,44882771.33153217,37133038.06881632,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T13:15:01.724295Z,17.053053787864034,19.884,58475930.9555177,41295773.71458582,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T13:20:01.363827Z,17.053053787864034,19.573,45328082.88573734,40126744.32635638,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T13:25:01.934468Z,17.053053787864034,21.836,49783412.586139105,43588978.34198583,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T13:30:01.722830Z,17.053053787864034,19.781,57130709.192471296,43455307.51333937,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T13:35:01.382220Z,17.053053787864034,29.842,54618397.862311,44067007.5491681,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T13:40:01.365246Z,17.053053787864034,21.349,56370144.06882542,40623948.49469946,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T13:45:02.032442Z,17.053053787864034,20.225,54629070.785481334,42711701.57050837,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T13:50:01.734529Z,17.053053787864034,19.665,55207158.14658876,42811774.032945246,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T13:55:02.157372Z,17.053053787864034,18.741,47796303.33342607,42611513.739001706,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T14:00:01.735916Z,17.053053787864034,18.98,58253585.75522896,41095545.27768569,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T14:05:01.401690Z,17.053053787864034,19.584,57479076.12897194,38453272.06461916,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T14:10:02.474015Z,17.053053787864034,21.08,57484846.48993831,41532490.73348225,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T14:15:02.021769Z,17.053053787864034,19.833,59160174.409155294,41761455.81450967,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T14:20:01.592100Z,17.053053787864034,19.093,59734853.78709665,43315590.91289788,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T14:25:02.144076Z,17.053053787864034,19.005,60500648.60929238,43046505.75608052,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T14:30:01.676718Z,17.053053787864034,19.233,57858544.106146194,42096777.96137176,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T14:35:02.231366Z,17.053053787864034,18.444,58958228.67249439,41166835.37798319,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T14:40:01.826190Z,17.053053787864034,18.705,57471415.05642952,42074501.63284311,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T14:45:01.372712Z,17.053053787864034,20.276,55464637.30453272,37031717.91600221,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T14:50:02.021082Z,17.053053787864034,18.597,52439054.31083102,28767800.90922285,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T14:55:01.801774Z,17.053053787864034,19.268,45222931.43102644,11101207.335018696,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T15:00:02.251428Z,17.053053787864034,19.331,56636521.96494332,38642753.26794125,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T15:05:02.181978Z,17.053053787864034,19.268,52644996.369189836,37614685.393095925,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T15:10:01.840494Z,17.053053787864034,19.339,59732157.20549203,39064600.551446095,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T15:15:01.374880Z,17.053053787864034,19.679,58439034.579026215,32630298.42430542,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T15:20:02.289667Z,17.053053787864034,19.844,57868741.33086293,38978911.742287,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T15:25:01.892504Z,17.053053787864034,18.659,57476734.53840881,42048043.79987499,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T15:30:01.576593Z,17.053053787864034,18.645,58251675.92404427,43053441.12953857,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T15:35:02.169768Z,17.053053787864034,18.615,48475567.25325886,39475116.24630851,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T15:40:01.709616Z,17.053053787864034,18.919,56797699.16144443,41151863.67226013,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T15:45:01.486554Z,17.053053787864034,18.084,55697783.19337768,41518028.165953,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T15:50:02.103634Z,17.053053787864034,18.383,54256399.47101016,42197926.19294507,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T15:55:01.636424Z,17.053053787864034,18.425,55903995.63034162,41403782.72456055,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T16:00:02.365564Z,17.053053787864034,18.916,48473885.52884214,27681968.03637412,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T16:05:01.495186Z,17.053053787864034,19.043,44574046.77843205,36946502.48854906,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T16:10:01.455278Z,17.053053787864034,18.817,48367979.31631899,38587602.49104189,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T16:15:02.082737Z,17.053053787864034,19.0,57549781.2454242,43083926.70697546,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T16:20:01.799278Z,17.053053787864034,18.414,53709321.11494146,41305388.58036937,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T16:25:01.301417Z,17.053053787864034,19.3,58081029.42053874,43244547.08118677,,124.212.36.80
28910,fdcservers.net,Tokyo,2020-11-03T16:30:01.875865Z,17.053053787864034,18.844,57966498.96313649,31414384.882753465,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-03T16:35:01.462323Z,17.053053787864034,18.68,59670088.01092135,43756400.51406723,,124.212.36.80
