15047,OPEN Project (via 20G SINET),Tokyo,2020-11-12-00:00:01,17.053053787864034,18.783,2907682.369490888,2020452.0876914696,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-12-00:05:01,17.053053787864034,30.685,2493935.4024314634,2500672.2489218353,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-12-00:10:02,17.053053787864034,19.653,9694280.557431536,3133422.9016036005,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-12-00:15:01,17.053053787864034,22.895,15970390.64401433,3350969.125485214,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-12-00:20:02,17.053053787864034,18.809,9793138.383745804,2872525.138998263,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-12-00:25:01,17.053053787864034,20.366,7223064.366018594,3335300.875094566,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-12-00:30:01,17.053053787864034,22.593,13556849.915116692,3279055.6963810157,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-12-00:35:01,17.053053787864034,21.441,11261403.057866089,2913687.491348405,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-12-00:40:07,17.053053787864034,25.035,12452049.816245327,4018780.768187377,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-12-00:45:01,17.053053787864034,24.357,7773459.361643544,4204691.316478818,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-12-00:50:06,17.053053787864034,24.787,11796713.318889236,3336812.7061844957,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-12-00:55:02,17.053053787864034,866.728,9065204.237924939,3714287.641829381,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-12-01:00:01,17.053053787864034,21.853,18179413.296951715,3338336.1789881242,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-12-01:05:01,17.053053787864034,18.838,15893061.70235377,3017417.0484079234,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-12-01:10:01,17.053053787864034,20.456,3561195.768069013,3128045.9466382246,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-12-01:15:01,17.053053787864034,20.914,4939116.795865751,3685216.6690089176,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-12-01:20:01,17.053053787864034,19.035,9303221.790285615,3205025.50420063,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-12-01:25:01,17.053053787864034,19.885,11456403.614263166,2671418.1278750487,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-12-01:30:01,17.053053787864034,25.713,6842145.202499889,3022702.8842921457,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-12-01:35:01,17.053053787864034,19.504,11497509.793931838,3100076.6396002476,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-12-01:40:06,17.053053787864034,69.189,7093048.336163069,2485699.5412762077,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-12-01:45:01,17.053053787864034,25.914,4582629.839437261,1953869.3126979726,,124.212.36.80
15047,OPEN Project (via 20G SINET),Tokyo,2020-11-12-01:50:01,17.053053787864034,30.829,10264635.52625179,4000429.692182378,,124.212.36.80
